Entity Type,Entity Value,Intent,Replies
bonus_type,ex gratia bonus,approval-timing-payout,Ex Gratia bonus is paid once your contract expires.
bonus_type,ex gratia bonus,approval-timing-payout,The moment your contract expires is when the Ex Gratia bonus will be paid.
bonus_type,ex gratia bonus,approval-timing-duration,There is no need to submit anything for Ex Gratia bonus. Just check your payroll!
bonus_type,ex gratia bonus,approval-system-statusview,You can view your Ex gratia bonus status on Orisoft.
bonus_type,ex gratia bonus,approval-process-apply,"There is no need to apply, if you are a contract employee, it is part of the year end performance review cycle."
bonus_type,ex gratia bonus,approval-process-apply,Ex Gratia bonus is applied for you at discretion when you end your year end performance review cycle.
bonus_type,ex gratia bonus,approval-process-apply,"There will be a performance review at the end of the year, your Ex Gratia bonus is calculated based on that and submitted for approval."
bonus_type,ex gratia bonus,approval-person-who-ijo,"The previous department will determine your rating, goodluck! "
bonus_type,ex gratia bonus,approval-person-who-ijo,The current manager will check with your previous manager to collaborate on your overall rating of the year if you changed manager through the year
bonus_type,ex gratia bonus,approval-person-who-ijo,"Your previous line manager will provide the rating for your performance, in the case you changed half way, both your managers will speak to each other to calibrate on a rating for you."
bonus_type,ex gratia bonus,approval-person-who,The Chief Human Resource Officer (CHRO) and Division Heads approves the Ex Gratia bonus.
bonus_type,ex gratia bonus,approval-person-who,Our very own Chief Human Resource Officer (CHRO) and Division Heads approves the Ex Gratia bonus.
bonus_type,ex gratia bonus,approval-person-who,The Ex Gratia bonus is validated by the Chief Human Resource Officer (CHRO) and Division Heads.
bonus_type,ex gratia bonus,approval-escalation,The grievance can be routed to your respective HR Business Partner or the Industrial Relations Team.
bonus_type,ex gratia bonus,approval-escalation,Please refer to your respective HR Business Partner or the Industrial Relations Team regarding this issue.
bonus_type,ex gratia bonus,approval-escalation,You can check with your line manager / HRBusiness Patner / HR Generalist
bonus_type,ex gratia bonus,approval-escalation,Your line manager / HR Business Partner / HR Generalist should be able to attend to you.
bonus_type,ex gratia bonus,approval-escalation,Please speak to your line manager / HR Business Partner / HR Generalist.
bonus_type,ex gratia bonus,approval-document,"Since there is no need to apply, no documents are needed for Ex Gratia bonus."
bonus_type,ex gratia bonus,approval-document,"Since there is no need to apply, Ex Gratia bonus does not require any documents."
bonus_type,ex gratia bonus,approval-document,"Since there is no need to apply, documents are uneccessary for Ex Gratia approval. Paper-free!"
bonus_type,ex gratia bonus,approval-document,"Since there is no need to apply, Ex Gratia bonus does not require documents."
bonus_type,ex gratia bonus,approval-document,"Since there is no need to apply, you do not need to prepare documents for Ex Gratia bonus."
bonus_type,quarterly bonus,approval-document,"No approval steps is required for quarterly bonus, hence no documents required but you will need to fulfill the criteria to be entitled for quarterly bonus."
bonus_type,quarterly bonus,approval-document,"There are no approval steps required for quarterly bonus, hence you will not be required to submit any documents for approval but you will need to check the eligibility criteria for quarterly bonus."
bonus_type,quarterly bonus,approval-escalation,"Quarterly bonus is paid according to company's KPI, not based on individual rating. If you still need to speak to someone, you can speak to your line manager / HR Generalist / HR Business Partner."
bonus_type,quarterly bonus,approval-escalation,The grievance can be routed to your respective HR Business Partner or the Industrial Relations Team.
bonus_type,quarterly bonus,approval-escalation,Please refer to your respective HR Business Partner or the Industrial Relations Team regarding this issue.
bonus_type,quarterly bonus,approval-person-who,Quarterly bonus is approved by DMT.
bonus_type,quarterly bonus,approval-person-who,All approval for quarterly bonus is made by DMT.
bonus_type,quarterly bonus,approval-person-who,DMT approves the quarterly bonus payout.
bonus_type,quarterly bonus,approval-person-who-ijo,"The previous department will determine your rating, goodluck! "
bonus_type,quarterly bonus,approval-person-who-ijo,The current manager will check with your previous manager to collaborate on your overall rating of the year if you changed manager through the year
bonus_type,quarterly bonus,approval-person-who-ijo,"Your previous line manager will provide the rating for your performance, in the case you changed half way, both your managers will speak to each other to calibrate on a rating for you."
bonus_type,quarterly bonus,approval-process-apply,"There is no need to apply, if you are an employee, it is part of the quarterly company target reviews"
bonus_type,quarterly bonus,approval-process-apply,Quarterly bonus is applied for you automatically as long as you served the whole quarter.
bonus_type,quarterly bonus,approval-process-apply,"There will be a company performance review at every quarter, your quarterly bonus is calculated based on that and submitted for approval."
bonus_type,quarterly bonus,approval-process-apply,"There is no action on your part, quarterly bonus is calculated automatically."
bonus_type,quarterly bonus,approval-system-statusview,You can view your quarterly bonus status on Orisoft.
bonus_type,quarterly bonus,approval-timing-duration,There is no need to submit anything for quarterly bonus. Just check your payroll!
bonus_type,quarterly bonus,approval-timing-payout,All quarterly bonuses (when targets are achieved) will be paid in the following month after the announcement by DMT.
bonus_type,quarterly bonus,approval-timing-payout,Employees will receive their quarterly bonus payout in the following month after DMT's announcement and approval.
bonus_type,quarterly bonus,approval-timing-payout,"Payout for quarterly bonus will be made in the following month after DMT's announcement, when targets are met."
bonus_type,quarterly bonus,approval-timing-payout,You will receive your quarterly bonus the following month after DMT's announcement on the company's target.
bonus_type,quarterly bonus,approval-timing-payout,Quartely bonus is paid in the next month after DMT releases an announcement on the company's quarterly target.
bonus_type,quarterly bonus,approval-timing-when,There is no need to submit anything for quarterly bonus. Just check your payroll!
bonus_type,quarterly bonus,conditions-others-taxable,"Yes, quarterly bonuses are subjected to any statutory requirements as per Malaysian Income Tax regulation."
bonus_type,quarterly bonus,conditions-others-taxable,All quarterly bonuses are subjected to any statutory requirements in Malaysia. 
bonus_type,quarterly bonus,conditions-others-taxable,Statutory requirements applies to all quarterly bonuses.
bonus_type,quarterly bonus,description-definition-what,"Quarterly bonus is a variable cash reward to celebrate companyês success. It is subject to meeting company targets on quarterly basis. Bonus payout will be at the DMTês discretion. The target payout will be between 0 and 1/2 month salary for each quarter, if targets are met."
bonus_type,quarterly bonus,description-definition-what,"It is a variable cash reward that is subject to the performance of the company on a quarterly basis. This will be a decision made by DMT and it is between 0 and 1/2 month salary, if the objectives are met during the quarter. "
bonus_type,quarterly bonus,description-definition-what,"Quarterly bonus can be understood as an additional reward given to employees based on the company's achievement subject to DMT's discretion. Payout will be between 0 and 1/2 month salary, depending on the performance during the quarter. "
bonus_type,quarterly bonus,description-definition-what,"It is an additional cash reward given when the quarterly target is met, upon the discretionary and approval of DMT. The target payout will be between 0 and 1/2 month salary for each quarter."
bonus_type,quarterly bonus,description-others-policyowner,The policy owner for Quarterly Bonus policy is the HR Rewards Team. You should reach out to your HR Generalist or HR Business Partner for more information.
bonus_type,quarterly bonus,description-others-policyowner,The policy owner for Quarterly Bonus policy is the HR Rewards Team. Your HR Generalist or HR Business Partner can assist with your queries.
bonus_type,quarterly bonus,description-others-policyowner,The policy owner for Quarterly Bonus policy is the HR Rewards Team. You should speak to your HR Generalist or HR Business Partner.
bonus_type,quarterly bonus,description-system-fullpolicy,You can refer to Rewards Policy at WOW Portal.
bonus_type,quarterly bonus,description-system-fullpolicy,You may view the quarterly bonus policy at WOW Portal.
bonus_type,quarterly bonus,description-system-fullpolicy,Look out for the full policy at WOW Portal.
bonus_type,quarterly bonus,description-system-fullpolicy,You can visit the WOW Portal for quarterly bonus full policy.
bonus_type,quarterly bonus,description-system-fullpolicy,Full quarterly bonus policy can be retrieved from WOW Portal.
bonus_type,quarterly bonus,entitlement-others-notification,All quarterly bonuses (when targets are achieved) will be formally communicated via email after the announcement by DMT. 
bonus_type,quarterly bonus,entitlement-others-notification,Employees will receive an email communication on their quarterly bonus when targets are met in the following month after DMT's approval. 
bonus_type,quarterly bonus,entitlement-others-notification,An email communication for quarterly bonus will be sent out after the DMT's announcement.
bonus_type,quarterly bonus,entitlement-others-notification,Communication via email will be given to all employees on quarterly bonus when targets are met.
bonus_type,quarterly bonus,entitlement-others-notification,There will be an email sent to all employees on quarterly bonus after DMT's announcement on performance is made.
bonus_type,quarterly bonus,entitlement-person-resignation,You need to be in employment during the quarterly payout.
bonus_type,quarterly bonus,entitlement-person-resignation,You will be required to be still active with Digi during the payout period.
bonus_type,quarterly bonus,entitlement-person-resignation,Bonus will be issued as long as you're in employment during the payout.
bonus_type,quarterly bonus,entitlement-person-what,Your quarterly bonus will highly depend on the quarterly targets achieved by the company.
bonus_type,quarterly bonus,entitlement-person-who,"All employees hired under Digi contract will be entitled to receive quarterly bonus as long as you fulfil the following criterias:- You must have completed a full quarter of service- You must be in employment during payout- You must not be under Performance Improvement Plan or any disciplinary action"
bonus_type,quarterly bonus,entitlement-process-factors,The main factor for quarterly bonus is whether the company hits its quarterly targets.
bonus_type,quarterly bonus,entitlement-process-factors,Quarterly bonus is based on whether the company met its quarterly targets or not.
bonus_type,quarterly bonus,entitlement-process-factors,The results of the quarter directly affects the amount paid out for quarterly bonus.
bonus_type,quarterly bonus,entitlement-system-calculaterate,"The target payout for quarterly bonus will be between 0 and _ month salary for each quarter, if targets are met."
bonus_type,quarterly bonus,entitlement-system-calculaterate,"Target payout for quarterly bonus is normally between 0 and _ month salary for each quarter, if targets are met."
bonus_type,quarterly bonus,entitlement-system-calculaterate,"Quarterly bonus is derived between 0 and _ month salary for each quarter, if targets are met."
bonus_type,quarterly bonus,entitlement-system-calculaterate,"Payouts for quarterly bonus is made between 0 and _ month salary for each quarter, if targets are met."
bonus_type,quarterly bonus,entitlement-system-calculaterate,"The quarterly bonus amount ranges between 0 and _ month salary for each quarter, if targets are met."
bonus_type,quarterly bonus,entitlement-system-view,You can refer to Orisoft to identify your quarterly bonus payout amount when it is made. 
bonus_type,quarterly bonus,entitlement-system-view,Login to Orisoft to find out what is your quarterly bonus payout received.
bonus_type,quarterly bonus,entitlement-system-view,You will be able to view your quarterly bonus payout in your payslip via Orisoft.
bonus_type,quarterly bonus,entitlement-system-view,"To see if you have received your quarterly bonus, login to Orisoft and download your payslip."
bonus_type,quarterly bonus,entitlement-system-view,Please login to Orisoft to view your payslip. You will be able to see your quarterly bonus payout.
bonus_type,quarterly bonus,entitlement-timing-prorated,Your quarterly bonus will be paid out when you complete a full quarter cycle of 3 months. No pro-ration is applied for quarterly bonus.
bonus_type,quarterly bonus,escalation,Please raise your quarterly bonus queries on D'Care.
leave_type,annual leave,description-definition-what,It is a paid-time off for you to take a break from your work!
leave_type,annual leave,description-definition-what,It is a paid-time off for you to ensure that you have a work-life balance.
leave_type,annual leave,description-definition-what,Annual leave is an entitlement for you to take time off from your work to spend some quality time doing the things you love.
leave_type,annual leave,description-definition-what,Annual leave is a paid time off work granted by employers to employees to be used for whatever the employee wishes.
leave_type,annual leave,description-system-fullpolicy,You can find the full policy on WOW Portal
leave_type,annual leave,description-system-fullpolicy,Please download the policy on WOW Portal
leave_type,annual leave,description-system-fullpolicy,"Go to WOW Portal, click on the HR page and click on policies to get all the policies"
leave_type,annual leave,description-system-fullpolicy,"An updated version of the policy is in WOW Portal, in the HR section."
leave_type,annual leave,description-others-policyowner,"The owner of the policy is the Rewards Team in HR, you may speak to your HRG or HRBP for more info."
leave_type,annual leave,description-others-policyowner,"The Rewards Team in HR is the one who wrote the policies, if you want more information, please speak to your HRG and HRBP"
leave_type,annual leave,description-others-policyowner,"You may ask me any questions about it, but if I am unable to answer you, you may speak to your HRBP or HRG. For your info, HR Rewards team is the owner of the policy,"
leave_type,annual leave,description-others-policyowner,"I am here to help! Ask em anything! Othewise, speak to your HRG or HRBP, or reach out to the owners of the policy, the HR Rewards team."
leave_type,annual leave,description-others-policyowner,"Feel free to ask me questions and I'll do my best to answer you! Otherwise, speak to the HR Rewards team or your HRBP or HRG."
leave_type,annual leave,description-others-policyowner,"You're lucky! I can assist you :) What do you need? I will do my best to serve you, otherwise, speak to your HRBP or HRG or the HR Rewards team."
leave_type,annual leave,entitlement-process-carryforward,You may only carry forward a maximum of 15 days of annual leaves.
leave_type,annual leave,entitlement-process-carryforward,The only type of leave you may carry forward are a maximum of 15 days of annual leaves
leave_type,annual leave,entitlement-process-carryforward,"I am sorry, you may only carry forward a maximum of 15 days of annual leaves, not anything else."
leave_type,annual leave,entitlement-process-carryforward,"Anything more than 15 days of annual leaves will not be allowed to be carried forward to the next year. Any annual leave balance more than 15 days will be forfeited, but don't forget to update Workday. "
leave_type,annual leave,entitlement-process-carryforward,You are only entitled to carry forward up to a maximum of 15 days of annual leave balance to the following year. This can be utilized at any given time within the year. 
leave_type,annual leave,entitlement-process-carryforward,The maximum number of annual leave balance that you can carry forward is 15 days and you will be able to utilize this at any point of the year.
leave_type,annual leave,entitlement-process-carryforward,Good news! You can carry forward up to 15 days annual leave to the following year.
leave_type,annual leave,entitlement-process-carryforward,You are only allowed to carry forward a maximum of 15 days of Annual leaves.
leave_type,annual leave,entitlement-process-carryforward,Be sure to utilize your annual leave if you have more than 15 unutilized leaves left! You can carry forward only annual leaves.
leave_type,annual leave,entitlement-process-encash,"Encashment of annual leave  is not allowed unless you are a resignee, then you can encash your annual leave balance only."
leave_type,annual leave,entitlement-process-encash,"Trading annual leave for money is not allowed unless you are resigning! However, you have the option to carry forward up to 15 days of annual leaves to the following year."
leave_type,annual leave,entitlement-process-encash,Employees are only allowed to carry forward annual leave instead of encashing it. 
leave_type,annual leave,entitlement-process-encash,NO! You can't change your unutilized annual leave into money unless you are resigning. You can only carry forward 15 days of annual leaves to the following year.
leave_type,annual leave,entitlement-process-exhausted,"If your annual leave is also already out, your only option is to apply for unpaid leave after speaking to your manager. Deduction will be made via payroll."
leave_type,annual leave,entitlement-process-exhausted,"Finish up your annual leaves first, otherwise speak to your manager and apply for unpaid leave! Note that deductions will be made through your monthly payroll. They would be able to help you out right away."
leave_type,annual leave,entitlement-process-exhausted,"Don't fret! Assuming your annual leaves are finished too, speak to your manager and apply for unpaid leave on Workday. This will be deducted from your monthly payroll. Please reach out to your HRBP or Generalist for assistance they would be able to help you out right away."
leave_type,annual leave,entitlement-process-factors,There is no unique factors needed for you to take annual leave.
leave_type,annual leave,entitlement-process-factors,"You can take it as and when you like, there is not special condition for annual leaves."
leave_type,annual leave,entitlement-process-factors,We hope you enjoy your break! There are no condtions or factors needed to take annual leave.
leave_type,annual leave,entitlement-process-factors,Any reason could be a good reason to take annual leave.
leave_type,annual leave,entitlement-timing-carryforward-expiry,You may only carry forward annual leaves and you are entitled to use your annual leave carried forward at any point of time throughout the year.
leave_type,annual leave,entitlement-timing-carryforward-expiry,There is no cut-off period for you to utilize your annual leave carried forward.
leave_type,annual leave,entitlement-timing-carryforward-expiry,You will be able to take your annual leave carried forward whenever you like!
leave_type,annual leave,entitlement-timing-carryforward-expiry,Good news! There is no expiry date to any of your annual leave carried forward. 
leave_type,annual leave,entitlement-timing-carryforward-expiry,Don't worry! You are entitled to use your annual leave carried forward at any given time throughout the year :)
leave_type,annual leave,entitlement-timing-prorated,"Annual leaves are only pro-rated when you join, but if you commenced your employment in the first week fo January, then you will get the full 20 days. Another situation it can be pro-rated is if you have resigned."
leave_type,annual leave,entitlement-timing-prorated,"We usually pro-rate annual leaves based on when you join, after that you are entitled to the full 20 days annually, but it will be pro-rated again if you resign."
leave_type,annual leave,entitlement-timing-prorated,"Pro-rating of annual leaves happens when you join, or when you resign. Othewise, you have the full 20 days at the start of the year."
leave_type,annual leave,escalation,Please raise a ticket and someone will be in touch with you [Raise Ticket Option prompted].
leave_type,annual leave,escalation,I am sorry you feel this way. We love to hear your feedback [Raise Ticket Option prompted].
leave_type,annual leave,escalation,I'm sorry to hear this. But this is a good insight. Raise a ticket and we will be in touch! [Raise Ticket Option prompted]
leave_type,annual leave,escalation,Please raise a ticket and someone will be in touch with you. Submit your cancellation on Workday when you're free [Raise Ticket Option prompted].
leave_type,annual leave,entitlement-person-what,All permanent & Digi contract staff are entitled to 20 days of annual leave. Apply on Workday and get the approval sorted.
leave_type,annual leave,entitlement-person-what,You've come to the right place! All permanent & DIgi contract staff are entitled to 20 days annual leave!
leave_type,annual leave,entitlement-person-who,Permanent employees or Digi contract staff are entitled to apply for annual leave upon joining the company.
leave_type,annual leave,entitlement-person-who,"Regardless of whether you are a permanent or Digi contract staff, you may apply for annual leave."
leave_type,annual leave,entitlement-person-who,As long as you are a permanent or Digi contract staff you are entitled for annual leave :)
leave_type,annual leave,entitlement-person-who,Only permanent or Digi contract staff are entitled to apply for annual leave!
leave_type,annual leave,entitlement-person-promotion,There will be no changes in your annual leave benefit if you get promoted
leave_type,annual leave,entitlement-person-promotion,Your annual leave entitlement remains the same even if you are promoted.
leave_type,annual leave,entitlement-person-promotion,"We believe in equal benefits for all, we do not provide more annual  leaves if you get promoted."
leave_type,annual leave,entitlement-person-resignation,"Leaving us already? :( You are still entitled to all leaves but this will be subjected to your leave balance after pro-ration. You may also encash your annual leave balance, just follow the Workday resignation process!"
leave_type,annual leave,entitlement-person-resignation,"Your leave entitlement is still valid but this will be subjected to your leave balance after pro-ration. You may also encash your annual leave balance, just follow the Workday resignation process!"
leave_type,annual leave,entitlement-person-salary,"No, annual leaves are paid time offs."
leave_type,annual leave,entitlement-person-salary,Taking annual leaves has no impact on your salary.
leave_type,annual leave,entitlement-person-salary,"Annual leaves are paid time offs, it does not deduct from your salary."
leave_type,annual leave,entitlement-person-salary,No deductions will be made on your salary.
leave_type,annual leave,entitlement-system-fsacalculation,You can only convert annual leaves using the following formula. (Monthly Basic Salary / 26) x 75% x No. of Days.
leave_type,annual leave,entitlement-system-fsacalculation,You can only convert Annual leaves into FSA: (Monthly Basic Salary / 26) x 75% x No. of Days.
leave_type,annual leave,entitlement-system-fsaconversion,HR will send out the communication via Digi Mail which contains the link and guide on how to perform the selling off of annual leaves within the stipulated time frame (2-3 weeks). But you can only convert Annual Leaves.
leave_type,annual leave,entitlement-system-fsaconversion,You will receive an email from HR on how to convert annual leave to FSA points. But you can only do it for annual leaves.
leave_type,annual leave,entitlement-system-fsaconversion,Be patient and wait for an email from HR. You will receive a link and immediate guide on how to convert your annual leaves. But you can only do it for annual leaves.
leave_type,annual leave,entitlement-system-fsamaxtrade,"You can trade off minimum 1 day, and a maximum of 3 days of annual leaves. You cannot trade any other leave types"
leave_type,annual leave,entitlement-system-fsamaxtrade,"You are allowed to trade off a minimum of 1 day, and a maximum of 3 days of annual leaves. This is not applicable to other leave types"
leave_type,annual leave,entitlement-system-calculaterate,"Annual leave is a paid leave, no deductions are made."
leave_type,annual leave,entitlement-system-calculaterate,"Do not worry, we do not deduct your salary when you take annual leave."
leave_type,annual leave,entitlement-system-calculaterate,"It is your right to take annual leave freely, we do not deduct your salary for taking it."
leave_type,annual leave,entitlement-system-calculaterate,"You may take annual leave anytime you want, we do not make deductions to your salary."
leave_type,annual leave,entitlement-system-view,"To view/ access your annual leave, click on Workday."
leave_type,annual leave,entitlement-system-view,Please login to your Workday and click on Time Off and Leave.
leave_type,annual leave,entitlement-system-view,All you need to do is access your Workday and click on Time Off and Leave.
leave_type,annual leave,entitlement-system-view,Going on holiday? Lucky you! Access Workday and click on Time Off and Leave.
leave_type,annual leave,entitlement-exception-adoption,"If the child is below 6 months of age, you are actually still entitled for the full maternity leave. So go ahead and take it!"
leave_type,annual leave,entitlement-exception-adoption,"As long as you child is 6 months and below, you can actually still take maternity leave, so use that instead!"
leave_type,annual leave,entitlement-exception-adoption,"In Digi, we allow mothers who adopted a child 6 months and below to take maternity leave, so take that first!"
leave_type,annual leave,entitlement-exception-adoption,"You can actually apply for maternity leave, as long as the child is 6 months and below."
leave_type,annual leave,entitlement-exception-miscarriage,"We are sorry to hear this. If you were 22 weeks or more pregnant, you can apply for a 60 days maternity leave. Use that first."
leave_type,annual leave,entitlement-exception-miscarriage,"If you were pregnant for 22 weeks or more, you can actually apply for a 60 days maternity leave, use that first."
leave_type,annual leave,entitlement-exception-miscarriage,"So sorry to hear this. Should you have been pregnant for 22 weeks or more, you may apply for 60 days of maternity leave, use that first."
leave_type,annual leave,entitlement-exception-miscarriage,"If you were pregnant for 22 weeks or more, you are entitled for 60 days of maternity leave, so use that first please."
leave_type,annual leave,entitlement-others-consecutive,You may take up to as many as your balance allows you to!
leave_type,annual leave,entitlement-others-consecutive,"Any amount, as long as you have enough balance to take it, but do inform your line manager."
leave_type,annual leave,entitlement-others-consecutive,"You should be able to take as many as you want, as long as you have the balance for it"
leave_type,annual leave,entitlement-others-lsa,"No, your leave entitlements remain the same even if you have long tenure."
leave_type,annual leave,entitlement-others-lsa,There is no change in your leave entitlement for long service.
leave_type,annual leave,entitlement-others-lsa,We do not provide more leaves for long service staff.
leave_type,annual leave,entitlement-others-jobsecurity,"Yes, do not worry, your job is secured."
leave_type,annual leave,entitlement-others-jobsecurity,"You are entitled for annual leave, so don't worry, your job is secured."
leave_type,annual leave,entitlement-others-jobsecurity,"You will still have a job from returning from annual leave, don't worry."
leave_type,annual leave,entitlement-others-jobsecurity,"Yes, you will still have a job after coming back from annual leave."
leave_type,annual leave,entitlement-others-notification,"Yes, Workday will send an email notification to you."
leave_type,annual leave,entitlement-others-notification,You should receive an email notification from Workday.
leave_type,annual leave,entitlement-others-notification,"Yes, the system is integrated, Workday is supposed to send you a notification via email"
leave_type,annual leave,entitlement-others-notification,"Notifications are all sent via email, you should get one from Workday."
leave_type,annual leave,approval-process-apply,You can log onto Workday and apply for your leave there.
leave_type,annual leave,approval-process-apply,Simple! Just apply on Workday and get the approval sorted. Ensure you get this done in advance next time.
leave_type,annual leave,approval-process-apply,Applications are to be submitted via Workday it should be fine.
leave_type,annual leave,approval-process-apply,Kindly submit your application via Workday.
leave_type,annual leave,approval-process-apply,You just need to notify your manager and update Workday.
leave_type,annual leave,approval-process-apply,You can apply for leave on Workday.
leave_type,annual leave,approval-process-permission,"Yes, permission is required."
leave_type,annual leave,approval-process-permission,Of course! Your immediate manager needs to approve your leave on the system.
leave_type,annual leave,approval-timing-when,At least 1 week prior to the intended leave date.
leave_type,annual leave,approval-timing-when,You should apply at least 1 week before your leave date.
leave_type,annual leave,approval-timing-when,Submission 1 week before would be ideal.
leave_type,annual leave,approval-timing-when,Do your best to submit your request 1 week before!
leave_type,annual leave,approval-timing-duration,"This really depends on your manager, your manager approves your leave."
leave_type,annual leave,approval-timing-duration,"Please check with your manager, it is he or she who approves it."
leave_type,annual leave,approval-timing-duration,"Usually, it only takes 1 minutes to approve it, make sure you remind your manager about it!"
leave_type,annual leave,approval-timing-duration,"It should not take long, your manager can do it immediately."
leave_type,annual leave,approval-timing-duration,You will have to check with your manager because he can do it almost immediately on Workday.
leave_type,annual leave,approval-escalation,"Please ensure you have sufficient balance, but if you feel like you manager is stopping you for no reason, please speak to your HRBP or HRG Immediately!"
leave_type,annual leave,approval-escalation,"This is usually due to some business need, do check with your line manager on why they rejected it. Otherwise, you may also speak to your HRG or HRBP."
leave_type,annual leave,approval-person-absentmanager,Your manager can still do it on the Workday mobile app
leave_type,annual leave,approval-person-absentmanager,Your manager can still approve it on his Workday Mobile app
leave_type,annual leave,approval-person-absentmanager,Your manager will be able to approve via the Workday Mobile App
leave_type,annual leave,approval-person-absentmanager,Your immediate manager should be able to approve it on the Workday Mobile App.
leave_type,annual leave,approval-person-absentmanager,"You can get him to do it on Workday mobile app. Otherwise and email or Whatsapp approval will do, but remind your manager to update Workday when he or she returns."
leave_type,annual leave,approval-person-absentmanager,You can try to get your immediate manager to do it on the Workday Mobile App.
leave_type,annual leave,approval-person-who,Your annual leave needs to be approved by your immediate manager.
leave_type,annual leave,approval-person-who,Your leave needs to be approved by your immediate manager.
leave_type,annual leave,approval-person-who,You need to get approval from your immediate manager before going off. We will miss you :(
leave_type,annual leave,approval-person-who,Approval is required from your immediate manager.
leave_type,annual leave,approval-person-who-ijo,Your new immediate manager will approve your annual leave.
leave_type,annual leave,approval-person-who-ijo,Your approval will be routed to your new immediate manager
leave_type,annual leave,approval-person-who-ijo,You new immediate manager will be given access to approve your leave.
leave_type,annual leave,approval-person-who-ijo,"Don't worry, the process is automatic, your new immediate manager will be given access to approve your leave."
leave_type,annual leave,approval-person-who-ijo,That would be your new immediate manager.
leave_type,annual leave,approval-document,No documents required for you to submit leave application. Please discuss with your immediate manager on your intention and apply in Workday.
leave_type,annual leave,approval-document,No documents required for annual leave submission.
leave_type,annual leave,approval-document,Nothing is required to be submitted to approve your leave.
leave_type,annual leave,approval-system-statusview,What you can do is go into Workday and check your Approval Status to see whose approval is needed.
leave_type,annual leave,approval-system-statusview,"It should be on Workday, please go to Workday, Time Off to check it out."
leave_type,annual leave,approval-system-statusview,"All information is on Workday, please go onto Workday to find out more. It is under Time Off."
leave_type,annual leave,approval-system-statusview,Please check Time Off on Workday for your approval status
leave_type,annual leave,approval-system-app,"Yes, please download Workday mobile app to access your annual leaves there."
leave_type,annual leave,approval-system-app,You may download the Workday mobile app to manage your leaves.
leave_type,annual leave,approval-system-app,Workday has a mobile app and it will good to use it!
leave_type,annual leave,approval-system-option,"We highly encouage you to use Workday, that is the only way to track your balance. But if it is down, you may use Email."
leave_type,annual leave,approval-system-option,"Emailing would be next option, but please apply via Workday anyway to ensure your balances are recorded properly."
leave_type,annual leave,approval-system-option,"Please use Workday as it will record your balances, but if needed, you may use email approvals."
leave_type,annual leave,approval-system-option,"Email approvals would be your next option, but we highly encourage you to use Workday as that will record your balances."
leave_type,annual leave,approval-violation,"Ah you should have requested 1 week before, but you can do it on Workday after you returned anyway"
leave_type,annual leave,approval-violation,Oh dear... By right you should have requested 1 week before. It's alright.
leave_type,annual leave,approval-violation,"Yes, you may. But please do not repeat this again."
leave_type,annual leave,approval-violation,"That's not good. But don't worry, simply update it on Workday once you return."
leave_type,annual leave,approval-others-applyonpending,Yes you may. You can apply for annual leave even though your previous application is still pending approval.
leave_type,annual leave,approval-others-applyonpending,"No problems, go ahead and apply for more but remind your immediate manager to approve them."
leave_type,annual leave,approval-others-applyonpending,"As long as you have enough balance, you may apply on top of your previous application."
leave_type,annual leave,approval-others-applyonpending,"Sure! You can apply on top of pending approvals, but please remind your immediate manager to approve it."
leave_type,annual leave,approval-others-applyonpending,"Please get your immediate manage to approve your application, but yes you may still apply despite the pending applications."
leave_type,annual leave,cancellation-process-how,Login to Workday and click on Time Off & Leave. You can manage your leave cancellation there.
leave_type,annual leave,cancellation-process-how,Kindly login to Workday to cancel your leave.
leave_type,annual leave,cancellation-process-how,Please login to Workday and cancel your leave accordingly. 
leave_type,annual leave,cancellation-process-how,Simple! Login to Workday and manage your leave there.
leave_type,annual leave,cancellation-process-ph,"Yes, you can cancel your leave anytime via Workday."
leave_type,annual leave,cancellation-process-ph,"Oh yes, you may take your leave back if it falls on a public holiday."
leave_type,annual leave,cancellation-process-ph,"If your leave applied happens to be a public holiday, you may take it back and save it."
leave_type,annual leave,cancellation-process-ph,"Please save your leave from public holidays, you don't have to take leave for those days."
leave_type,annual leave,cancellation-process-ph,"If it is a public holiday, go onto Workday to cancel your leave."
leave_type,annual leave,cancellation-process-ph,You may cancel your leave if it falls on a public holiday
leave_type,annual leave,cancellation-timing-when,You can cancel your leave anytime after you have submitted it on Workday.
leave_type,annual leave,cancellation-timing-when,There is no fixed time to cancel your leave. Just login to your Workday and cancel your leave there! 
leave_type,annual leave,cancellation-timing-when,You can cancel your leave anytime you like on Workday.
leave_type,annual leave,cancellation-timing-approval,"This really depends on your manager, your manager approves your leave cancellation."
leave_type,annual leave,cancellation-timing-approval,"Please check with your manager, it is he or she who approves it."
leave_type,annual leave,cancellation-timing-approval,"Usually, it only takes 1 minutes to approve it, make sure you remind your manager about it!"
leave_type,annual leave,cancellation-timing-approval,"It should not take long, your manager can do it immediately."
leave_type,annual leave,cancellation-timing-approval,You will have to check with your manager because he can do it almost immediately on Workday.
leave_type,annual leave,cancellation-person-who,Your manager will need to approve your leave cancellation (if it has been approved) for the leave to be credited back to your leave balance.
leave_type,annual leave,cancellation-person-who,"Your immediate manager approves our cancellation, and it will be credited back into your balance"
leave_type,annual leave,cancellation-person-who,All leave cancellation are approved by your manager.
leave_type,annual leave,cancellation-violation-return,Yes! You can return to work and notify your manager about this. Remember to submit your leave cancellation on Workday.
